ID,commune,sol_simple,pluie,taux_moyen,taux_med,pente_moy,tri_moy,tpi_moy,rug_moy,omb_moy,expo_moy,X,Y,nb_mesures,histo_banane,longitude,latitude,niveau_risque,nb_parcelles,taux_moy_commune,taux_med_commune,part_risque_eleve,risque_95
20122,GROS-MORNE,Andosol,2000-3000,2.65,2.65,17.69199814190007,3.6586744114689362,0.8317036942364385,11.417885851037456,169.24922297689054,202.97982270193924,714775.9084946885,1626710.8264832753,49,2,-61.00528049970271,14.705573040864449,élevé,216.0,0.2699752314814815,0.00165,0.0,True
20123,GROS-MORNE,Andosol,2000-3000,3.1,3.1,17.69199814190007,3.6586744114689362,0.8317036942364385,11.417885851037456,169.24922297689054,202.97982270193924,714775.9084946885,1626710.8264832753,49,2,-61.00528049970271,14.705573040864449,élevé,216.0,0.2699752314814815,0.00165,0.0,True
20124,GROS-MORNE,Andosol,2000-3000,1.66,1.66,15.358603450072614,3.232580258649855,-0.5280292458694262,10.077503513033479,159.4728558377814,152.474846118209,715011.583018909,1626563.966175321,137,1,-61.00310470013729,14.704227181991019,élevé,216.0,0.2699752314814815,0.00165,0.0,True
20125,MACOUBA,Andosol,2000-3000,5.31,5.31,14.128704280773256,3.0130170823627034,0.8001006423128701,12.39556493296611,163.37719891770556,78.7608436134389,698917.1945774809,1645197.4111350433,9,3,-61.15109622780691,14.873850330639875,élevé,35.0,1.229742857142857,0.6841,0.0,True
20126,MACOUBA,No data,2000-3000,3.7299999999999995,3.73,22.59554510591347,4.568974442696279,1.306517642974077,14.790583155109598,177.00997775711258,190.3275000130634,698442.2381484907,1643028.3976162085,80,1,-61.1556757091796,14.85428529263509,élevé,35.0,1.229742857142857,0.6841,0.0,True
20127,LAMENTIN(LE),"Alluvium, Colluvium",2000-3000,3.2600000000000002,3.26,1.1728099398039384,0.480143173170136,-0.23106799141818524,1.077114003251348,180.79480627783443,98.7163894192511,717376.6164648999,1617638.31942859,7,1,-60.98188851961529,14.623386213865492,élevé,272.0,0.20619485294117648,0.00165,0.0,True
20129,MORNE-ROUGE(LE),Andosol,2000-3000,1.654,1.654,27.23135590143615,5.1887379508221665,2.111338719015682,17.405516336588203,209.20861303444764,285.8811092776178,699504.0119623627,1634712.5885342094,56,1,-61.14645062894687,14.779059127135959,élevé,174.0,1.9773333333333332,0.044,0.0,True
20134,DUCOS,Vertisol,1500-2000,0.39,0.39,5.646954928992233,1.434363498888884,0.048979119563987254,4.042310649716767,175.51778088020967,110.29719213423415,721370.5553421674,1614503.7720588474,36,2,-60.94508912209744,14.594739433056263,modéré,195.0,0.08190133333333334,0.00165,0.0,False
20135,DUCOS,Vertisol,1500-2000,0.68,0.68,11.129971314871668,2.409155586802451,-0.17288044036299322,7.640425884312168,184.17577313365803,213.07511039301536,721693.7539104285,1614338.0747517277,94,2,-60.94210427306566,14.59321582258186,modéré,195.0,0.08190133333333334,0.00165,0.0,False
20140,MORNE-ROUGE(LE),No data,2000-3000,1.71,1.71,11.3068857351763,2.1922125460654973,0.04821321878562432,7.748732354834912,160.4064128450955,150.85056678570726,701550.884094126,1635434.57742638,8,1,-61.12738485443362,14.785429931811233,élevé,174.0,1.9773333333333332,0.044,0.0,True
20141,SAINTE-MARIE,Andosol,2000-3000,3.6,3.6,28.77883516712334,5.967571534007187,0.3613204159318256,19.77724675042392,180.8815784865115,71.5839534424275,714029.4317615924,1631746.353217938,10,1,-61.01179779789203,14.751133432705814,élevé,202.0,0.3295316831683168,0.01515,0.0,True
20142,SAINTE-MARIE,Andosol,2000-3000,2.4,2.4,32.556413495051885,6.529107174951915,0.3180854865092977,21.399463924322426,217.5815402330385,197.45424450085906,714108.8915833493,1631631.4089542362,8,1,-61.01106941942893,14.750088454953294,élevé,202.0,0.3295316831683168,0.01515,0.0,True
20143,GROS-MORNE,Andosol,2000-3000,4.6,4.6,20.13267674014791,4.140030905681403,0.7672105516794456,13.02821941370666,156.46558302730242,86.79935230098795,714336.8624210914,1626401.5594182764,39,2,-61.009381687740884,14.702813551779364,élevé,216.0,0.2699752314814815,0.00165,0.0,True
20144,MORNE-ROUGE(LE),Andosol,2000-3000,4.6,4.6,22.82685809903389,4.71831852526079,-0.4935751293391978,14.320015150090436,171.1520946160826,212.48765944728098,699885.1826580211,1633428.431170841,156,1,-61.14300918049816,14.76742620889765,élevé,174.0,1.9773333333333332,0.044,0.0,True
